Row ID;Order ID;Order Date;Ship Date;Ship Mode;Customer ID;Segment;Postal Code;Product ID;Sales;Quantity;Discount;Profit
4330;CA-2022-146171;11/03/2022;15/03/2022;Standard Class;JP-16135;Home Office;31907;FUR-FU-10004270;76.92;4;0.0;31.5372
4331;CA-2022-146171;11/03/2022;15/03/2022;Standard Class;JP-16135;Home Office;31907;OFF-ST-10001526;481.32;4;0.0;125.1432
4332;US-2022-128902;11/03/2022;15/03/2022;Standard Class;MB-18085;Consumer;8360;FUR-TA-10001095;244.006;2;0.3;-31.3722
4333;CA-2022-115504;12/03/2022;17/03/2022;Standard Class;MC-18130;Corporate;71203;OFF-PA-10003953;12.96;2;0.0;6.2208
4334;CA-2022-119683;12/03/2022;16/03/2022;Second Class;CK-12595;Consumer;10024;OFF-EN-10001099;29.34;3;0.0;13.4964
4335;CA-2022-127138;12/03/2022;15/03/2022;Second Class;DK-13225;Corporate;94109;OFF-ST-10002756;676.55;5;0.0;6.7655
4336;CA-2022-127138;12/03/2022;15/03/2022;Second Class;DK-13225;Corporate;94109;OFF-AP-10003842;154.9;5;0.0;40.274
4337;CA-2022-127138;12/03/2022;15/03/2022;Second Class;DK-13225;Corporate;94109;OFF-EN-10004459;30.56;4;0.0;14.9744
4338;CA-2022-127138;12/03/2022;15/03/2022;Second Class;DK-13225;Corporate;94109;FUR-CH-10003746;770.352;3;0.2;77.0352
4339;US-2022-119270;12/03/2022;16/03/2022;Standard Class;SW-20245;Consumer;90036;OFF-PA-10004022;19.98;2;0.0;8.991
4340;CA-2022-119123;13/03/2022;18/03/2022;Standard Class;DB-13360;Home Office;92503;OFF-BI-10001036;51.184;7;0.2;19.194
4341;CA-2022-136301;13/03/2022;15/03/2022;Second Class;EH-13765;Corporate;94109;FUR-FU-10004712;28.28;2;0.0;7.3528
4342;CA-2022-136301;13/03/2022;15/03/2022;Second Class;EH-13765;Corporate;94109;OFF-SU-10000151;4912.59;3;0.0;196.5036
4343;CA-2022-158834;13/03/2022;16/03/2022;First Class;TW-21025;Home Office;85254;OFF-AP-10000326;157.92;5;0.2;17.766
4344;CA-2022-158834;13/03/2022;16/03/2022;First Class;TW-21025;Home Office;85254;TEC-PH-10001254;203.184;2;0.2;15.2388
4345;CA-2022-159373;13/03/2022;18/03/2022;Standard Class;LT-17110;Consumer;78207;OFF-PA-10000659;70.08;5;0.2;24.528
4346;CA-2022-159373;13/03/2022;18/03/2022;Standard Class;LT-17110;Consumer;78207;OFF-BI-10004141;1.272;2;0.8;-2.1624
4347;CA-2022-159373;13/03/2022;18/03/2022;Standard Class;LT-17110;Consumer;78207;FUR-TA-10004619;557.585;5;0.3;0.0
4348;US-2022-108637;13/03/2022;18/03/2022;Standard Class;AB-10060;Home Office;22980;FUR-FU-10004864;127.88;2;0.0;40.9216
4349;US-2022-108637;13/03/2022;18/03/2022;Standard Class;AB-10060;Home Office;22980;OFF-AP-10004540;160.32;2;0.0;44.8896
4350;US-2022-108637;13/03/2022;18/03/2022;Standard Class;AB-10060;Home Office;22980;OFF-BI-10004965;46.0;4;0.0;20.7
4351;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;FUR-CH-10004287;386.68;2;0.3;-5.524
4352;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;TEC-AC-10000474;379.96;5;0.2;47.495
4353;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;TEC-PH-10001494;539.91;3;0.4;-116.9805
4354;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;OFF-PA-10004996;41.24;5;0.2;13.9185
4355;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;OFF-BI-10004318;51.897;1;0.7;-41.5176
4356;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;OFF-ST-10002574;552.56;5;0.2;-138.14
4357;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;OFF-BI-10002353;23.16;5;0.7;-15.44
4358;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;OFF-ST-10003641;126.08;2;0.2;-28.368
4359;US-2022-114013;13/03/2022;15/03/2022;Second Class;SC-20770;Corporate;19134;TEC-MA-10001148;449.1;3;0.7;-643.71
4360;CA-2022-102134;14/03/2022;19/03/2022;Standard Class;SP-20545;Corporate;54302;FUR-FU-10003724;16.74;2;0.0;4.3524
4361;CA-2022-124793;14/03/2022;16/03/2022;First Class;MM-18280;Corporate;98103;FUR-CH-10002880;196.784;2;0.2;-22.1382
4362;CA-2022-133802;14/03/2022;20/03/2022;Standard Class;SP-20650;Corporate;94061;OFF-BI-10003291;41.904;6;0.2;14.1426
4363;CA-2022-162082;14/03/2022;17/03/2022;First Class;JS-15880;Consumer;78550;FUR-BO-10004409;241.332;5;0.32;-14.196
4364;CA-2022-162082;14/03/2022;17/03/2022;First Class;JS-15880;Consumer;78550;OFF-PA-10001934;5.184;1;0.2;1.8792
4365;CA-2022-162082;14/03/2022;17/03/2022;First Class;JS-15880;Consumer;78550;OFF-AR-10001044;145.544;7;0.2;16.3737
4366;US-2022-154361;14/03/2022;19/03/2022;Standard Class;HZ-14950;Consumer;43229;FUR-FU-10004020;21.88;5;0.2;6.2905
4367;CA-2022-138968;15/03/2022;16/03/2022;First Class;FC-14335;Corporate;94110;OFF-BI-10003529;4.544;2;0.2;1.6472
4368;CA-2022-138968;15/03/2022;16/03/2022;First Class;FC-14335;Corporate;94110;FUR-CH-10000309;1352.032;4;0.2;84.502
4369;CA-2022-140571;15/03/2022;19/03/2022;Standard Class;SJ-20125;Home Office;39212;OFF-PA-10001954;319.76;14;0.0;147.0896
4370;CA-2022-140571;15/03/2022;19/03/2022;Standard Class;SJ-20125;Home Office;39212;OFF-PA-10001954;45.68;2;0.0;21.0128
4371;CA-2022-149272;15/03/2022;19/03/2022;Standard Class;MY-18295;Corporate;77803;FUR-CH-10000863;528.43;5;0.3;-143.431
4372;CA-2022-149272;15/03/2022;19/03/2022;Standard Class;MY-18295;Corporate;77803;OFF-BI-10004233;22.386;7;0.8;-35.8176
4373;US-2022-113509;15/03/2022;19/03/2022;Standard Class;PL-18925;Home Office;19143;TEC-AC-10004855;83.976;3;0.2;-13.6461
4374;CA-2022-115476;17/03/2022;17/03/2022;Same Day;VM-21835;Consumer;19711;TEC-PH-10000673;129.98;2;0.0;62.3904
4375;CA-2022-115476;17/03/2022;17/03/2022;Same Day;VM-21835;Consumer;19711;OFF-BI-10000962;32.54;2;0.0;15.9446
4376;CA-2022-128111;17/03/2022;23/03/2022;Standard Class;CS-12355;Consumer;2148;OFF-AR-10000588;39.68;2;0.0;10.3168
4377;CA-2022-131737;17/03/2022;17/03/2022;Same Day;GZ-14470;Consumer;21044;OFF-EN-10003055;199.9;5;0.0;89.955
4378;CA-2022-131737;17/03/2022;17/03/2022;Same Day;GZ-14470;Consumer;21044;OFF-AP-10002945;901.95;3;0.0;297.6435
4379;CA-2022-131737;17/03/2022;17/03/2022;Same Day;GZ-14470;Consumer;21044;FUR-FU-10004306;971.5;5;0.0;252.59
4380;CA-2022-134544;17/03/2022;19/03/2022;Second Class;AC-10660;Consumer;94109;TEC-PH-10003800;84.784;2;0.2;-20.1362
4381;CA-2022-113292;18/03/2022;20/03/2022;Second Class;DB-13060;Consumer;38401;OFF-AP-10003590;871.8;3;0.2;87.18
4382;US-2022-120929;18/03/2022;21/03/2022;Second Class;RO-19780;Consumer;38109;FUR-TA-10001857;189.882;3;0.4;-94.941
4383;CA-2022-106383;19/03/2022;21/03/2022;Second Class;BT-11440;Consumer;80122;FUR-BO-10002202;72.294;1;0.7;-98.8018
4384;CA-2022-118178;19/03/2022;24/03/2022;Standard Class;CC-12610;Corporate;37211;OFF-BI-10001153;31.086;3;0.7;-20.724
4385;CA-2022-136371;19/03/2022;21/03/2022;Second Class;SV-20935;Consumer;11572;FUR-FU-10000409;14.98;1;0.0;6.8908
4386;CA-2022-136371;19/03/2022;21/03/2022;Second Class;SV-20935;Consumer;11572;FUR-FU-10000221;20.32;4;0.0;6.9088
4387;CA-2022-127670;20/03/2022;24/03/2022;Standard Class;RD-19660;Home Office;63376;FUR-TA-10001095;697.16;4;0.0;146.4036
4388;CA-2022-150889;20/03/2022;22/03/2022;Second Class;PB-19105;Consumer;60201;TEC-PH-10000004;11.992;1;0.2;0.8994
4389;CA-2022-162747;20/03/2022;25/03/2022;Second Class;AH-10030;Corporate;39503;FUR-FU-10003691;86.45;7;0.0;38.038
4390;US-2022-156986;20/03/2022;24/03/2022;Standard Class;ZC-21910;Consumer;97301;TEC-PH-10003800;84.784;2;0.2;-20.1362
4391;US-2022-156986;20/03/2022;24/03/2022;Standard Class;ZC-21910;Consumer;97301;OFF-PA-10002005;20.736;4;0.2;7.2576
4392;US-2022-156986;20/03/2022;24/03/2022;Standard Class;ZC-21910;Consumer;97301;OFF-BI-10002498;16.821;3;0.7;-12.8961
4393;US-2022-156986;20/03/2022;24/03/2022;Standard Class;ZC-21910;Consumer;97301;OFF-PA-10004101;10.368;2;0.2;3.6288
4394;CA-2022-163153;21/03/2022;25/03/2022;Standard Class;DM-12955;Corporate;77036;FUR-TA-10004767;99.372;2;0.3;-1.4196
4395;CA-2022-163153;21/03/2022;25/03/2022;Standard Class;DM-12955;Corporate;77036;OFF-AR-10001868;1.344;1;0.2;0.504
4396;US-2022-133879;21/03/2022;28/03/2022;Standard Class;KT-16465;Consumer;60623;OFF-BI-10004465;3.168;2;0.8;-4.752
4397;US-2022-133879;21/03/2022;28/03/2022;Standard Class;KT-16465;Consumer;60623;FUR-CH-10000665;528.43;5;0.3;0.0
4398;US-2022-133879;21/03/2022;28/03/2022;Standard Class;KT-16465;Consumer;60623;OFF-AR-10004956;13.392;3;0.2;1.5066
4399;CA-2022-107615;22/03/2022;25/03/2022;First Class;RB-19645;Corporate;89031;TEC-AC-10001013;58.58;2;0.0;19.3314
4400;CA-2022-118899;22/03/2022;22/03/2022;Same Day;MC-17275;Consumer;98103;FUR-CH-10004754;167.888;7;0.2;14.6902
4401;CA-2022-113803;24/03/2022;26/03/2022;First Class;VG-21805;Corporate;47374;OFF-PA-10001994;22.48;1;0.0;10.3408
4402;CA-2022-130911;24/03/2022;26/03/2022;Second Class;DC-12850;Consumer;44105;FUR-BO-10004357;301.47;3;0.5;-241.176
4403;CA-2022-130911;24/03/2022;26/03/2022;Second Class;DC-12850;Consumer;44105;OFF-AR-10000475;18.656;2;0.2;1.6324
4404;US-2022-164189;24/03/2022;28/03/2022;Standard Class;DR-12880;Corporate;97030;TEC-PH-10003691;403.168;4;0.2;25.198
4405;CA-2022-120082;25/03/2022;27/03/2022;Second Class;DK-12835;Corporate;10024;OFF-AR-10001955;59.52;3;0.0;17.856
4406;CA-2022-134887;25/03/2022;25/03/2022;Same Day;TB-21280;Consumer;73071;TEC-AC-10003832;1287.45;5;0.0;244.6155
4407;CA-2022-123666;26/03/2022;30/03/2022;Standard Class;SP-20545;Corporate;10011;OFF-ST-10001522;459.95;5;0.0;18.398
4408;CA-2022-161361;26/03/2022;28/03/2022;Second Class;MV-17485;Consumer;83201;OFF-PA-10001838;17.64;3;0.0;8.6436
4409;CA-2022-161361;26/03/2022;28/03/2022;Second Class;MV-17485;Consumer;83201;OFF-BI-10002215;17.04;3;0.2;5.538
4410;US-2022-162677;26/03/2022;27/03/2022;First Class;DB-13210;Consumer;28540;OFF-ST-10001291;67.64;5;0.2;5.9185
4411;US-2022-162677;26/03/2022;27/03/2022;First Class;DB-13210;Consumer;28540;TEC-AC-10001314;119.976;3;0.2;-17.9964
4412;CA-2022-119074;27/03/2022;31/03/2022;Standard Class;DS-13180;Corporate;31907;FUR-FU-10004053;20.24;1;0.0;8.7032
4413;CA-2022-119074;27/03/2022;31/03/2022;Standard Class;DS-13180;Corporate;31907;FUR-FU-10003731;39.92;4;0.0;11.1776
4414;CA-2022-119074;27/03/2022;31/03/2022;Standard Class;DS-13180;Corporate;31907;OFF-BI-10000962;32.54;2;0.0;15.9446
4415;CA-2022-131380;28/03/2022;31/03/2022;Second Class;CC-12220;Consumer;90032;OFF-ST-10002485;87.92;4;0.0;0.8792
4416;CA-2022-131380;28/03/2022;31/03/2022;Second Class;CC-12220;Consumer;90032;OFF-PA-10001243;5.98;1;0.0;2.9302
4417;CA-2022-162901;28/03/2022;31/03/2022;First Class;AS-10045;Corporate;22204;OFF-ST-10000649;31.4;2;0.0;7.85
4418;CA-2022-127236;29/03/2022;02/04/2022;Standard Class;TB-21595;Consumer;45503;FUR-BO-10004015;299.975;5;0.5;-167.986
4419;CA-2022-127236;29/03/2022;02/04/2022;Standard Class;TB-21595;Consumer;45503;TEC-PH-10000141;158.376;4;0.4;-36.9544
4420;CA-2022-152555;29/03/2022;02/04/2022;Second Class;ME-17320;Home Office;60653;OFF-PA-10001295;45.528;3;0.2;15.9348
4421;CA-2022-152555;29/03/2022;02/04/2022;Second Class;ME-17320;Home Office;60653;FUR-CH-10002965;844.116;6;0.3;-36.1764
4422;CA-2022-152555;29/03/2022;02/04/2022;Second Class;ME-17320;Home Office;60653;TEC-PH-10001254;812.736;8;0.2;60.9552
4423;CA-2022-167556;29/03/2022;02/04/2022;Standard Class;JM-15250;Consumer;10009;OFF-PA-10000466;13.48;2;0.0;6.74
4424;CA-2022-167556;29/03/2022;02/04/2022;Standard Class;JM-15250;Consumer;10009;OFF-BI-10003708;29.8;5;0.2;9.3125
4425;CA-2022-167556;29/03/2022;02/04/2022;Standard Class;JM-15250;Consumer;10009;FUR-FU-10004848;414.0;8;0.0;124.2
4426;CA-2022-167556;29/03/2022;02/04/2022;Standard Class;JM-15250;Consumer;10009;OFF-BI-10000320;41.328;7;0.2;14.9814
4427;CA-2022-128258;30/03/2022;01/04/2022;First Class;CP-12085;Corporate;6360;OFF-PA-10004156;11.34;1;0.0;5.5566
4428;CA-2022-124100;31/03/2022;06/04/2022;Standard Class;EH-13990;Consumer;10009;FUR-CH-10003817;327.996;6;0.1;54.666
4429;US-2022-151827;31/03/2022;02/04/2022;Second Class;CS-11950;Consumer;19134;TEC-PH-10002789;280.782;3;0.4;-60.8361
4430;US-2022-151827;31/03/2022;02/04/2022;Second Class;CS-11950;Consumer;19134;TEC-AC-10003289;31.984;2;0.2;1.1994
4431;CA-2022-103947;01/04/2022;08/04/2022;Standard Class;BB-10990;Corporate;85635;OFF-FA-10003112;31.56;5;0.2;9.8625
4432;CA-2022-103947;01/04/2022;08/04/2022;Standard Class;BB-10990;Corporate;85635;OFF-AP-10002350;30.144;2;0.2;3.0144
4433;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;FUR-CH-10000454;1317.492;6;0.1;292.776
4434;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;OFF-SU-10000946;63.84;8;0.0;18.5136
4435;CA-2022-111213;01/04/2022;05/04/2022;Standard Class;FP-14320;Consumer;10009;OFF-BI-10004140;3.592;1;0.2;1.1225
4436;CA-2022-127985;01/04/2022;05/04/2022;Second Class;DB-12910;Home Office;31907;FUR-FU-10003274;7.04;4;0.0;3.0976
4437;CA-2022-149902;01/04/2022;06/04/2022;Standard Class;DW-13540;Consumer;10024;OFF-AR-10002956;88.04;4;0.0;22.8904
4438;CA-2022-161473;01/04/2022;05/04/2022;Standard Class;TB-21175;Corporate;10035;OFF-LA-10001297;20.7;2;0.0;9.936
4439;CA-2022-161473;01/04/2022;05/04/2022;Standard Class;TB-21175;Corporate;10035;OFF-SU-10001574;10.95;3;0.0;3.285
4440;CA-2022-161473;01/04/2022;05/04/2022;Standard Class;TB-21175;Corporate;10035;OFF-BI-10003305;14.352;3;0.2;4.6644
4441;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;OFF-AR-10000588;59.52;3;0.0;15.4752
4442;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;OFF-ST-10001469;161.94;3;0.0;9.7164
4443;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;OFF-AR-10001953;263.88;6;0.0;71.2476
4444;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;OFF-AR-10003156;30.48;3;0.0;7.9248
4445;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;OFF-AR-10004974;9.84;3;0.0;2.8536
4446;CA-2022-166674;01/04/2022;03/04/2022;Second Class;RB-19360;Consumer;13021;TEC-PH-10002365;35.12;4;0.0;9.1312
4447;US-2022-160206;01/04/2022;07/04/2022;Standard Class;MY-18295;Corporate;53209;TEC-PH-10000148;12.99;1;0.0;0.2598
4448;CA-2022-123540;02/04/2022;06/04/2022;Second Class;DJ-13420;Corporate;53209;FUR-CH-10000847;1454.9;5;0.0;378.274
4449;CA-2022-120796;03/04/2022;07/04/2022;Standard Class;CS-11950;Consumer;19140;OFF-BI-10004330;99.846;9;0.7;-83.205
4450;CA-2022-162222;03/04/2022;03/04/2022;Same Day;SR-20740;Home Office;75081;OFF-PA-10003893;10.272;3;0.2;3.21
4451;CA-2022-167682;03/04/2022;09/04/2022;Standard Class;ZD-21925;Consumer;47374;FUR-FU-10003799;71.12;4;0.0;22.0472
4452;CA-2022-167682;03/04/2022;09/04/2022;Standard Class;ZD-21925;Consumer;47374;TEC-PH-10000673;259.96;4;0.0;124.7808
4453;CA-2022-123050;04/04/2022;08/04/2022;Second Class;BC-11125;Home Office;12180;FUR-FU-10000723;82.64;2;0.0;7.4376
4454;CA-2022-123050;04/04/2022;08/04/2022;Second Class;BC-11125;Home Office;12180;OFF-ST-10003455;31.02;2;0.0;8.0652
4455;CA-2022-123050;04/04/2022;08/04/2022;Second Class;BC-11125;Home Office;12180;TEC-AC-10001109;89.97;3;0.0;37.7874
4456;CA-2022-159142;04/04/2022;05/04/2022;First Class;ME-17320;Home Office;22153;TEC-PH-10001448;149.97;3;0.0;5.9988
4457;CA-2022-159142;04/04/2022;05/04/2022;First Class;ME-17320;Home Office;22153;OFF-PA-10001776;27.81;3;0.0;13.0707
4458;CA-2022-167115;04/04/2022;09/04/2022;Standard Class;EH-14185;Consumer;10035;OFF-BI-10004600;588.784;2;0.2;183.995
4459;CA-2022-159695;05/04/2022;10/04/2022;Second Class;GM-14455;Home Office;77095;OFF-ST-10003442;158.368;7;0.2;13.8572
4460;CA-2022-161907;05/04/2022;09/04/2022;Standard Class;JH-16180;Consumer;19140;TEC-PH-10000141;118.782;3;0.4;-27.7158
4461;CA-2022-161907;05/04/2022;09/04/2022;Standard Class;JH-16180;Consumer;19140;OFF-SU-10000646;769.184;4;0.2;-163.4516
4462;US-2022-150140;06/04/2022;10/04/2022;Standard Class;VM-21685;Home Office;42420;TEC-PH-10002555;1294.75;5;0.0;336.635
4463;CA-2022-110499;07/04/2022;09/04/2022;First Class;YC-21895;Corporate;94110;TEC-CO-10002095;1199.976;3;0.2;374.9925
4464;CA-2022-114405;07/04/2022;12/04/2022;Standard Class;AS-10240;Consumer;19120;OFF-AP-10003278;33.528;3;0.2;2.5146
4465;CA-2022-114405;07/04/2022;12/04/2022;Standard Class;AS-10240;Consumer;19120;OFF-ST-10001627;36.744;3;0.2;3.6744
4466;CA-2022-120530;07/04/2022;12/04/2022;Standard Class;Dl-13600;Corporate;10035;FUR-CH-10000454;658.746;3;0.1;146.388
4467;CA-2022-132899;07/04/2022;11/04/2022;Standard Class;SF-20200;Consumer;10009;OFF-AR-10002833;3.64;2;0.0;0.9828
4468;CA-2022-154998;07/04/2022;09/04/2022;First Class;ES-14080;Corporate;8701;OFF-PA-10004243;37.94;2;0.0;18.2112
4469;CA-2022-104969;08/04/2022;14/04/2022;Standard Class;EH-14125;Home Office;45373;OFF-EN-10002312;8.872;1;0.2;3.2161
4470;CA-2022-104969;08/04/2022;14/04/2022;Standard Class;EH-14125;Home Office;45373;OFF-BI-10004224;121.104;6;0.7;-100.92
4471;CA-2022-124233;08/04/2022;14/04/2022;Standard Class;CK-12595;Consumer;90032;FUR-FU-10002597;24.7;5;0.0;10.374
4472;CA-2022-130477;08/04/2022;12/04/2022;Standard Class;LC-17140;Consumer;90032;OFF-PA-10002947;20.04;3;0.0;9.6192
4473;CA-2022-130477;08/04/2022;12/04/2022;Standard Class;LC-17140;Consumer;90032;OFF-ST-10002583;64.96;2;0.0;2.5984
4474;CA-2022-130477;08/04/2022;12/04/2022;Standard Class;LC-17140;Consumer;90032;OFF-PA-10000019;12.96;2;0.0;6.2208
4475;CA-2022-130946;08/04/2022;12/04/2022;Standard Class;ZC-21910;Consumer;77041;TEC-AC-10001990;431.928;9;0.2;64.7892
4476;CA-2022-130946;08/04/2022;12/04/2022;Standard Class;ZC-21910;Consumer;77041;FUR-CH-10004540;95.984;4;0.3;-4.1136
4477;CA-2022-130946;08/04/2022;12/04/2022;Standard Class;ZC-21910;Consumer;77041;OFF-BI-10004995;1088.792;4;0.8;-1850.9464
4478;CA-2022-134789;08/04/2022;15/04/2022;Standard Class;CK-12325;Home Office;71901;OFF-FA-10002280;30.0;6;0.0;14.4
4479;CA-2022-134789;08/04/2022;15/04/2022;Standard Class;CK-12325;Home Office;71901;OFF-PA-10001934;25.92;4;0.0;12.7008
4480;CA-2022-134789;08/04/2022;15/04/2022;Standard Class;CK-12325;Home Office;71901;FUR-FU-10003268;159.92;4;0.0;31.984
4481;CA-2022-138520;08/04/2022;13/04/2022;Standard Class;JL-15505;Consumer;10035;FUR-BO-10002268;388.704;6;0.2;-4.8588
4482;CA-2022-138520;08/04/2022;13/04/2022;Standard Class;JL-15505;Consumer;10035;OFF-EN-10001137;8.26;2;0.0;3.7996
4483;CA-2022-138520;08/04/2022;13/04/2022;Standard Class;JL-15505;Consumer;10035;OFF-AR-10002399;17.04;4;0.0;6.9864
4484;CA-2022-138520;08/04/2022;13/04/2022;Standard Class;JL-15505;Consumer;10035;OFF-PA-10002713;34.4;5;0.0;15.824
4485;CA-2022-150000;08/04/2022;14/04/2022;Standard Class;PG-18820;Consumer;30080;OFF-EN-10002973;17.92;4;0.0;8.6016
4486;US-2022-106600;08/04/2022;11/04/2022;First Class;RM-19375;Consumer;31907;FUR-BO-10001608;354.9;5;0.0;88.725
4487;CA-2022-117681;09/04/2022;14/04/2022;Standard Class;HF-14995;Consumer;90004;FUR-BO-10001798;556.665;5;0.15;6.549
4488;CA-2022-126809;09/04/2022;13/04/2022;Standard Class;EB-13750;Corporate;98103;OFF-BI-10003712;35.352;9;0.2;12.8151
4489;CA-2022-128517;09/04/2022;14/04/2022;Second Class;SW-20350;Home Office;48227;TEC-PH-10002555;517.9;2;0.0;134.654
4490;CA-2022-128517;09/04/2022;14/04/2022;Second Class;SW-20350;Home Office;48227;OFF-BI-10000831;5.28;2;0.0;2.4288
4491;CA-2022-109652;10/04/2022;15/04/2022;Standard Class;QJ-19255;Corporate;60653;OFF-AR-10000034;13.568;4;0.2;3.2224
4492;CA-2022-123358;10/04/2022;17/04/2022;Standard Class;BT-11680;Consumer;94122;OFF-AP-10004980;113.76;3;0.0;44.3664
4493;CA-2022-123358;10/04/2022;17/04/2022;Standard Class;BT-11680;Consumer;94122;OFF-ST-10001932;579.51;3;0.0;81.1314
4494;CA-2022-123358;10/04/2022;17/04/2022;Standard Class;BT-11680;Consumer;94122;OFF-ST-10000636;150.66;9;0.0;6.0264
4495;CA-2022-123358;10/04/2022;17/04/2022;Standard Class;BT-11680;Consumer;94122;OFF-BI-10000069;48.032;4;0.2;15.6104
4496;CA-2022-124814;10/04/2022;16/04/2022;Standard Class;FM-14215;Corporate;93309;OFF-PA-10002787;12.96;2;0.0;6.2208
4497;CA-2022-124814;10/04/2022;16/04/2022;Standard Class;FM-14215;Corporate;93309;OFF-BI-10000174;23.2;5;0.2;8.12
4498;US-2022-114622;10/04/2022;12/04/2022;First Class;JR-16210;Corporate;45503;OFF-BI-10004716;8.904;2;0.7;-6.5296
4499;CA-2022-112102;12/04/2022;16/04/2022;Standard Class;BD-11605;Consumer;22153;FUR-TA-10004086;343.92;4;0.0;75.6624
4500;CA-2022-112102;12/04/2022;16/04/2022;Standard Class;BD-11605;Consumer;22153;OFF-PA-10000100;40.99;1;0.0;20.0851
4501;CA-2022-112102;12/04/2022;16/04/2022;Standard Class;BD-11605;Consumer;22153;OFF-EN-10002500;63.9;5;0.0;28.755
4502;CA-2022-124254;12/04/2022;17/04/2022;Standard Class;TB-21175;Corporate;27893;OFF-ST-10001469;129.552;3;0.2;-22.6716
4503;CA-2022-124254;12/04/2022;17/04/2022;Standard Class;TB-21175;Corporate;27893;OFF-ST-10000060;51.984;1;0.2;-5.1984
4504;CA-2022-124254;12/04/2022;17/04/2022;Standard Class;TB-21175;Corporate;27893;OFF-PA-10000807;10.272;3;0.2;3.4668
4505;CA-2022-142398;12/04/2022;16/04/2022;Standard Class;BP-11290;Consumer;90036;FUR-CH-10001545;638.288;7;0.2;-31.9144
4506;CA-2022-142398;12/04/2022;16/04/2022;Standard Class;BP-11290;Consumer;90036;OFF-BI-10004826;13.208;1;0.2;4.6228
4507;CA-2022-163594;12/04/2022;14/04/2022;First Class;JF-15295;Consumer;90036;OFF-PA-10000809;19.44;3;0.0;9.3312
4508;CA-2022-163594;12/04/2022;14/04/2022;First Class;JF-15295;Consumer;90036;FUR-CH-10000225;194.352;3;0.2;-36.441
4509;CA-2022-163594;12/04/2022;14/04/2022;First Class;JF-15295;Consumer;90036;OFF-BI-10003707;36.624;3;0.2;13.734
4510;CA-2022-152800;13/04/2022;15/04/2022;First Class;SP-20920;Consumer;94109;OFF-EN-10001509;6.12;3;0.0;2.8764
4511;CA-2022-112669;14/04/2022;14/04/2022;Same Day;KT-16465;Consumer;85301;FUR-CH-10004086;933.536;4;0.2;105.0228
4512;CA-2022-112669;14/04/2022;14/04/2022;Same Day;KT-16465;Consumer;85301;OFF-ST-10001228;42.976;4;0.2;4.2976
4513;CA-2022-148796;14/04/2022;18/04/2022;Standard Class;PB-19150;Consumer;90004;FUR-CH-10004886;383.8;5;0.2;38.38
4514;CA-2022-164735;14/04/2022;19/04/2022;Second Class;TB-21400;Consumer;22304;OFF-ST-10001558;81.2;5;0.0;12.18
4515;CA-2022-166625;14/04/2022;17/04/2022;First Class;JM-15580;Consumer;21215;OFF-BI-10002414;25.06;2;0.0;11.7782
4516;CA-2022-117849;15/04/2022;17/04/2022;Second Class;JK-16120;Home Office;92105;OFF-PA-10004327;143.7;3;0.0;68.976
4517;CA-2022-136406;15/04/2022;17/04/2022;Second Class;BD-11320;Consumer;94110;FUR-CH-10002024;1121.568;2;0.2;0.0
4518;US-2022-123750;15/04/2022;21/04/2022;Standard Class;RB-19795;Home Office;28052;OFF-BI-10004584;189.588;2;0.7;-145.3508
4519;US-2022-123750;15/04/2022;21/04/2022;Standard Class;RB-19795;Home Office;28052;TEC-AC-10004659;408.744;7;0.2;76.6395
4520;US-2022-123750;15/04/2022;21/04/2022;Standard Class;RB-19795;Home Office;28052;TEC-AC-10004659;291.96;5;0.2;54.7425
4521;US-2022-123750;15/04/2022;21/04/2022;Standard Class;RB-19795;Home Office;28052;OFF-ST-10000617;4.768;2;0.2;-0.7748
4522;US-2022-132423;15/04/2022;19/04/2022;Standard Class;MY-18295;Corporate;76051;OFF-AR-10001221;33.488;7;0.2;5.8604
4523;US-2022-132423;15/04/2022;19/04/2022;Standard Class;MY-18295;Corporate;76051;OFF-FA-10002988;8.04;5;0.2;2.9145
4524;CA-2022-105473;16/04/2022;18/04/2022;Second Class;BM-11785;Consumer;98115;OFF-SU-10003567;28.8;3;0.0;0.864
